Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,WeekStatus,Mon,Tue,Wed,Thrs,Fri,Sat,Sun
140.0,20.0,19.79,48.6666666666667,19.1,45.0,20.2,45.29,19.1666666666667,45.9,18.1,51.9666666666667,5.06,96.1566666666667,17.79,44.3266666666667,18.79,51.9633333333333,17.1,48.6333333333333,5.1,741.8,91.0,5.0,40.0,3.8,11.981470754835755,11.981470754835755,1,0,1,0,0,0,0,0
110.0,30.0,19.79,48.5333333333333,19.0666666666667,45.06,20.1333333333333,45.29,19.2,45.76,18.1,52.1266666666667,5.09,96.0266666666667,17.8566666666667,44.66,18.79,51.6333333333333,17.1,48.36,5.05,741.883333333333,91.0,5.0,40.0,3.73333333333333,2.9467188636772335,2.9467188636772335,1,0,1,0,0,0,0,0
90.0,10.0,19.89,50.0,19.0222222222222,45.0444444444444,20.15,45.245,19.2,45.6266666666667,18.0333333333333,52.2,5.09,95.76,18.0,45.0633333333333,18.79,51.395,17.1,48.0266666666667,5.0,741.966666666667,91.0,5.0,40.0,3.66666666666667,32.11441292660311,32.11441292660311,1,0,1,0,0,0,0,0
60.0,0.0,19.89,48.7333333333333,19.1,45.2,20.1,45.2,19.1,45.5266666666667,18.05,52.4,5.0,95.4566666666667,18.0,44.4566666666667,18.7,51.045,17.1,47.7666666666667,4.95,742.05,91.0,5.0,40.0,3.6,43.81346063455567,43.81346063455567,1,0,1,0,0,0,0,0
60.0,0.0,19.89,48.0266666666667,19.0333333333333,45.1266666666667,20.1,45.2,19.1,45.4,18.0,52.5,4.79333333333333,94.79,17.89,43.96,18.7,50.76,17.1,47.4666666666667,4.9,742.133333333333,91.0,5.0,40.0,3.53333333333333,38.94573387224227,38.94573387224227,1,0,1,0,0,0,0,0
60.0,0.0,19.89,47.6333333333333,19.0,45.09,20.1,45.2,19.1,45.3633333333333,18.0,52.56,4.46666666666667,94.1933333333333,17.89,43.5666666666667,18.7,50.645,17.0333333333333,47.2666666666667,4.85,742.216666666667,91.0,5.0,40.0,3.46666666666667,39.86544129438698,39.86544129438698,1,0,1,0,0,0,0,0
50.0,0.0,19.8566666666667,47.0633333333333,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.8566666666667,43.1,18.7,50.42,17.0,46.93,4.8,742.3,91.0,5.0,40.0,3.4,22.76372268097475,22.76372268097475,1,0,1,0,0,0,0,0
60.0,0.0,19.79,46.6566666666667,19.0,44.9666666666667,20.1,45.1633333333333,19.1,45.09,17.9266666666667,52.79,4.06333333333333,94.1933333333333,17.79,42.7666666666667,18.6333333333333,50.1566666666667,17.0666666666667,46.79,4.88333333333333,742.383333333333,91.0,5.0,38.1666666666667,3.48333333333333,20.504204102326185,20.504204102326185,1,0,1,0,0,0,0,0
50.0,0.0,19.79,46.3333333333333,19.0,44.8266666666667,20.1,45.09,19.1,44.9666666666667,17.89,52.76,4.03,94.6666666666667,17.79,42.43,18.6666666666667,50.0266666666667,17.0333333333333,46.59,4.96666666666667,742.466666666667,91.0,5.0,36.3333333333333,3.56666666666667,40.54351213853806,40.54351213853806,1,0,1,0,0,0,0,0
30.0,0.0,19.79,46.0666666666667,19.0,44.645,20.1,45.1633333333333,19.0333333333333,44.7666666666667,17.89,52.0333333333333,4.09,95.0,17.79,42.23,18.6,49.8266666666667,17.0333333333333,46.39,5.05,742.55,91.0,5.0,34.5,3.65,30.24666451383382,30.24666451383382,1,0,1,0,0,0,0,0
40.0,0.0,19.76,45.8633333333333,18.9633333333333,44.56,20.0333333333333,44.9633333333333,19.0,44.6633333333333,18.0,50.9,4.12333333333333,95.3966666666667,17.7,41.9666666666667,18.6,49.6633333333333,17.0,46.1633333333333,5.13333333333333,742.633333333333,91.0,5.0,32.6666666666667,3.73333333333333,32.73619640385732,32.73619640385732,1,0,1,0,0,0,0,0
30.0,0.0,19.7,45.79,18.9633333333333,44.4333333333333,20.0,44.9,19.0666666666667,44.59,18.0,50.4266666666667,4.26333333333333,95.7966666666667,17.7,41.8266666666667,18.6,49.59,17.0,46.03,5.21666666666667,742.716666666667,91.0,5.0,30.8333333333333,3.81666666666667,17.65986359678209,17.65986359678209,1,0,1,0,0,0,0,0
260.0,0.0,19.7,45.6633333333333,18.89,44.29,20.0,44.9,19.1,44.6933333333333,18.0,49.93,4.46333333333333,96.26,17.7,41.6633333333333,18.6,49.4666666666667,17.0,45.8633333333333,5.3,742.8,91.0,5.0,29.0,3.9,13.513007294386625,13.513007294386625,1,0,1,0,0,0,0,0
500.0,0.0,19.7,45.59,18.89,44.23,19.89,44.9,19.1666666666667,45.0266666666667,18.0,49.6566666666667,4.73,96.4666666666667,17.7,41.59,18.5333333333333,49.4,17.0,45.73,5.48333333333333,742.883333333333,90.1666666666667,5.0,30.8333333333333,3.95,49.63420305866748,49.63420305866748,1,0,1,0,0,0,0,0
450.0,0.0,19.73,47.7933333333333,18.9266666666667,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.6633333333333,5.66666666666667,742.966666666667,89.3333333333333,5.0,32.6666666666667,4.0,31.674663221929222,31.674663221929222,1,0,1,0,0,0,0,0
50.0,10.0,19.79,48.7933333333333,19.0,44.3633333333333,19.89,44.8633333333333,19.6933333333333,45.56,18.0,49.56,5.15666666666667,96.5,17.7,41.4,18.5,49.2,17.0,45.4633333333333,5.85,743.05,88.5,5.0,34.5,4.05,10.66040676087141,10.66040676087141,1,0,1,0,0,0,0,0
60.0,0.0,19.89,47.94,19.0333333333333,44.5666666666667,19.9633333333333,44.8633333333333,20.0,45.1333333333333,18.0333333333333,49.6266666666667,5.33333333333333,96.56,17.7,41.3266666666667,18.5,49.09,17.0333333333333,45.29,6.03333333333333,743.133333333333,87.6666666666667,5.0,36.3333333333333,4.1,6.468617403879762,6.468617403879762,1,0,1,0,0,0,0,0
60.0,0.0,19.89,47.16,19.0333333333333,44.5666666666667,19.9266666666667,44.79,20.0666666666667,44.86,18.1,49.5666666666667,5.4,96.2933333333333,17.7,41.26,18.5,49.09,17.0333333333333,45.23,6.21666666666667,743.216666666667,86.8333333333333,5.0,38.1666666666667,4.15,23.905901715625077,23.905901715625077,1,0,1,0,0,0,0,0
50.0,0.0,19.89,46.7666666666667,19.0333333333333,44.5,20.0,44.79,20.1333333333333,44.7,18.0333333333333,49.3266666666667,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,743.3,86.0,5.0,40.0,4.2,46.203723491635174,46.203723491635174,1,0,1,0,0,0,0,0
50.0,0.0,20.0,46.2966666666667,19.1,44.5,20.0,44.79,20.2,44.6266666666667,18.1,49.3266666666667,5.79666666666667,96.19,17.73,41.0266666666667,18.5,48.9333333333333,17.1,45.29,6.5,743.333333333333,85.1666666666667,5.33333333333333,38.0,4.16666666666667,29.938048357143998,29.938048357143998,1,0,1,0,0,0,0,0
50.0,0.0,20.0,45.9633333333333,19.1,44.4666666666667,19.9266666666667,44.79,20.2,44.59,18.1,49.26,5.83333333333333,95.0233333333333,17.79,40.9,18.4266666666667,48.59,17.1,45.23,6.6,743.366666666667,84.3333333333333,5.66666666666667,36.0,4.13333333333333,48.808534746058285,48.808534746058285,1,0,1,0,0,0,0,0
60.0,0.0,20.0,46.2233333333333,19.1,44.4,19.945,44.79,20.1333333333333,44.4633333333333,18.1,49.1266666666667,5.96666666666667,94.5633333333333,17.79,40.7,18.5,48.4633333333333,17.1,45.2,6.7,743.4,83.5,6.0,34.0,4.1,36.589625594206154,36.589625594206154,1,0,1,0,0,0,0,0
60.0,0.0,20.0,45.9633333333333,19.1,44.29,19.89,44.76,20.1,44.1633333333333,18.1,49.09,6.245,93.745,17.8566666666667,40.6266666666667,18.5,48.19,17.1,45.1266666666667,6.8,743.433333333333,82.6666666666667,6.33333333333333,32.0,4.06666666666667,17.836345604155213,17.836345604155213,1,0,1,0,0,0,0,0
60.0,0.0,20.0,45.7233333333333,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.43333333333333,91.23,17.8233333333333,40.4666666666667,18.5,47.9666666666667,17.1,45.2,6.9,743.466666666667,81.8333333333333,6.66666666666667,30.0,4.03333333333333,21.573684527538717,21.573684527538717,1,0,1,0,0,0,0,0
60.0,0.0,20.0,45.6633333333333,19.2,44.2,19.9633333333333,44.7,20.0333333333333,43.9,18.1,48.9333333333333,6.5,88.8966666666667,17.89,40.3266666666667,18.5666666666667,47.8266666666667,17.1,45.2,7.0,743.5,81.0,7.0,28.0,4.0,7.41057803388685,7.41057803388685,1,0,1,0,0,0,0,0
190.0,0.0,20.0333333333333,45.5,19.2,44.1266666666667,19.9633333333333,44.7,20.0333333333333,43.6933333333333,18.0666666666667,49.0,6.59,85.4633333333333,17.9175,40.24,18.5666666666667,47.59,17.1,45.06,7.08333333333333,743.5,80.6666666666667,7.0,30.0,4.01666666666667,0.6538787740282714,0.6538787740282714,1,0,1,0,0,0,0,0
220.0,0.0,20.1,45.6933333333333,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.65666666666667,84.3966666666667,17.9266666666667,40.03,18.55,47.545,17.1,45.0,7.16666666666667,743.5,80.3333333333333,7.0,32.0,4.03333333333333,35.77830330468714,35.77830330468714,1,0,1,0,0,0,0,0
170.0,0.0,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.8266666666667,17.9633333333333,49.89,6.93333333333333,83.1,17.9725,39.875,18.6,47.3522222222222,17.1,44.8633333333333,7.25,743.5,80.0,7.0,34.0,4.05,5.159211787395179,5.159211787395179,1,0,1,0,0,0,0,0
390.0,0.0,20.1,45.3266666666667,19.2,43.856,19.9633333333333,44.79,20.0,43.9666666666667,17.89,50.2233333333333,7.12666666666667,82.8933333333333,18.0,39.7,18.6,47.2,17.1,44.79,7.33333333333333,743.5,79.6666666666667,7.0,36.0,4.06666666666667,22.31421743053943,22.31421743053943,1,0,1,0,0,0,0,0
90.0,0.0,20.1,45.3266666666667,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.43333333333333,82.3333333333333,18.0,39.6633333333333,18.5,47.2,17.1,44.7,7.41666666666667,743.5,79.3333333333333,7.0,38.0,4.08333333333333,32.005052256863564,32.005052256863564,1,0,1,0,0,0,0,0
60.0,0.0,20.1666666666667,46.9933333333333,19.2,43.76,19.89,44.79,19.89,44.1633333333333,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.1266666666667,17.1666666666667,44.6266666666667,7.5,743.5,79.0,7.0,40.0,4.1,49.59193100221455,49.59193100221455,1,0,1,0,0,0,0,0
290.0,0.0,20.1,46.43,19.1,43.8175,19.89,44.79,19.8566666666667,44.16,17.8566666666667,50.73,7.4,80.36,17.89,39.59,18.5,47.23,17.1666666666667,44.56,7.41666666666667,743.5,79.3333333333333,7.16666666666667,40.0,4.06666666666667,24.779678892809898,24.779678892809898,1,0,1,0,0,0,0,0
130.0,0.0,20.1,46.03,19.1,43.838125,19.89,44.79,19.8566666666667,44.0266666666667,17.8566666666667,50.8633333333333,7.46666666666667,80.36,17.89,39.59,18.5,47.29,17.1,44.5,7.33333333333333,743.5,79.6666666666667,7.33333333333333,40.0,4.03333333333333,24.217476218473166,24.217476218473166,1,0,1,0,0,0,0,0
140.0,0.0,20.0666666666667,45.3633333333333,19.1,43.745,19.89,44.8633333333333,19.79,43.8633333333333,17.79,50.9333333333333,7.65666666666667,78.79,17.89,39.59,18.5,47.33,17.1,44.4,7.25,743.5,80.0,7.5,40.0,4.0,8.672116743400693,8.672116743400693,1,0,1,0,0,0,0,0
240.0,0.0,20.0,44.9633333333333,19.1,43.5955555555556,19.89,44.8266666666667,19.73,43.53,17.79,51.0,7.53,78.19,17.89,39.59,18.5,47.2825,17.1,44.3266666666667,7.16666666666667,743.5,80.3333333333333,7.66666666666667,40.0,3.96666666666667,37.74104722542688,37.74104722542688,1,0,1,0,0,0,0,0
50.0,0.0,20.0,44.76,19.1,43.4888888888889,19.89,44.9,19.7,43.5,17.79,51.0,7.62333333333333,78.73,17.945,39.565,18.5,47.1371428571429,17.1,44.29,7.08333333333333,743.5,80.6666666666667,7.83333333333333,40.0,3.93333333333333,22.694774460978806,22.694774460978806,1,0,1,0,0,0,0,0
60.0,0.0,20.0,44.595,19.1,43.425,19.89,44.9,19.7,43.5,17.79,51.0,7.69,77.1966666666667,18.0777777777778,39.4766666666667,18.5,47.0113333333333,17.1,44.23,7.0,743.5,81.0,8.0,40.0,3.9,25.558489188551903,25.558489188551903,1,0,1,0,0,0,0,0
60.0,0.0,20.0,44.4333333333333,19.1,43.334,19.89,44.9,19.7,43.4666666666667,17.79,51.0,7.56,76.3233333333333,18.1833333333333,39.275,18.5,46.9166666666667,17.1,44.2,6.98333333333333,743.55,80.1666666666667,7.5,40.0,3.73333333333333,10.377255664207041,10.377255664207041,1,0,1,0,0,0,0,0
60.0,0.0,20.0,44.26,19.1,43.29,19.89,44.9,19.7,43.4,17.79,51.0,7.43333333333333,76.4633333333333,18.1833333333333,39.09,18.5,46.8633333333333,17.1,44.2,6.96666666666667,743.6,79.3333333333333,7.0,40.0,3.56666666666667,11.432907136622816,11.432907136622816,1,0,1,0,0,0,0,0
370.0,0.0,20.0,44.2,19.1,43.29,19.89,44.9,19.6,43.2,17.73,51.0,7.295,77.4,18.1,39.09,18.5,46.79,17.1,44.1266666666667,6.95,743.65,78.5,6.5,40.0,3.4,29.785599815659225,29.785599815659225,1,0,1,0,0,0,0,0
200.0,0.0,20.0,44.06,19.0333333333333,43.23,19.945,44.9,19.6,43.1266666666667,17.79,51.0,6.9,77.6333333333333,18.0666666666667,39.06,18.5,47.0,17.1,44.0,6.93333333333333,743.7,77.6666666666667,6.0,40.0,3.23333333333333,28.743609914090484,28.743609914090484,1,0,1,0,0,0,0,0
70.0,0.0,20.0,44.06,19.0,43.2,19.89,44.9,19.5666666666667,43.06,17.7,51.0,6.96666666666667,78.8266666666667,18.0,39.0,18.4266666666667,46.9333333333333,17.1,43.9333333333333,6.91666666666667,743.75,76.8333333333333,5.5,40.0,3.06666666666667,3.8532190141268075,3.8532190141268075,1,0,1,0,0,0,0,0
50.0,0.0,20.0,44.09,19.0,43.1266666666667,19.89,44.8266666666667,19.5,43.0,17.7,51.0,6.96666666666667,79.49,17.9725,39.0,18.4633333333333,47.0,17.1,43.79,6.9,743.8,76.0,5.0,40.0,2.9,1.777028979267925,1.777028979267925,1,0,1,0,0,0,0,0
40.0,0.0,20.0,44.03,19.0,43.09,19.89,44.9,19.4633333333333,43.06,17.7,51.0,6.83333333333333,78.7566666666667,17.89,39.0,18.39,47.0,17.1,43.79,6.8,743.816666666667,77.0,4.83333333333333,40.0,3.0,32.13977460982278,32.13977460982278,1,0,1,0,0,0,0,0
40.0,0.0,19.9633333333333,43.9,18.9266666666667,43.09,19.89,44.9,19.39,43.0,17.7,51.0,6.36666666666667,79.06,18.0333333333333,39.09,18.39,46.9,17.1,43.7,6.7,743.833333333333,78.0,4.66666666666667,40.0,3.1,46.430759981740266,46.430759981740266,1,0,1,0,0,0,0,0
30.0,0.0,19.9633333333333,43.9,19.0333333333333,43.06,19.89,44.79,19.445,43.145,17.7,51.0,6.43333333333333,82.5333333333333,18.1666666666667,39.03,18.4975,46.6725,17.1,43.76,6.6,743.85,79.0,4.5,40.0,3.2,29.90462111774832,29.90462111774832,1,0,1,0,0,0,0,0
30.0,0.0,20.0,43.8633333333333,19.1,43.0,19.89,44.79,19.5333333333333,43.1633333333333,17.7,51.0,6.93333333333333,81.0266666666667,18.3233333333333,38.8333333333333,18.6666666666667,46.53,17.1666666666667,43.79,6.5,743.866666666667,80.0,4.33333333333333,40.0,3.3,28.045037400443107,28.045037400443107,1,0,1,0,0,0,0,0
30.0,0.0,20.0666666666667,43.8633333333333,19.1333333333333,42.8633333333333,19.89,44.76,19.6,43.03,17.7,51.0,7.0,76.8333333333333,18.445,38.645,18.79,46.2233333333333,17.1666666666667,43.79,6.4,743.883333333333,81.0,4.16666666666667,40.0,3.4,26.301386195700616,26.301386195700616,1,0,1,0,0,0,0,0
30.0,0.0,20.1,43.79,19.2,42.715,19.89,44.7,19.6,42.8633333333333,17.7,51.0,6.93333333333333,75.1333333333333,18.5285714285714,38.2535714285714,18.79,45.9808333333333,17.2,43.79,6.3,743.9,82.0,4.0,40.0,3.5,49.25476119387895,49.25476119387895,1,0,1,0,0,0,0,0
40.0,0.0,20.1,43.73,19.1363636363636,42.65,19.89,44.7,19.5333333333333,42.79,17.7,51.06,6.72666666666667,75.3333333333333,18.4877777777778,38.1877777777778,18.78,45.8877777777778,17.2,43.73,6.33333333333333,743.95,80.8333333333333,4.5,38.1666666666667,3.3,25.382091116625816,25.382091116625816,1,0,1,0,0,0,0,0
