Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,WeekStatus,Mon,Tue,Wed,Thrs,Fri,Sat,Sun
60.0,20.0,21.6,44.2,21.0,43.59,20.39,45.6633333333333,21.0333333333333,46.4,19.29,51.06,5.9,85.5966666666667,17.7,43.03,19.39,49.89,16.89,45.0666666666667,5.8,736.4,87.8333333333333,6.83333333333333,37.0,3.85,5.397181294392794,5.397181294392794,1,1,0,0,0,0,0,0
50.0,10.0,21.6,44.2,21.0,43.7,20.29,45.73,20.9633333333333,46.4333333333333,19.29,50.9333333333333,5.76333333333333,86.26,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26,5.7,736.5,88.6666666666667,6.66666666666667,34.0,3.9,36.1855473020114,36.1855473020114,1,1,0,0,0,0,0,0
70.0,20.0,21.5,44.23,20.9266666666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.8633333333333,5.62333333333333,86.5933333333333,17.7,43.4,19.39,50.4633333333333,16.89,45.4333333333333,5.6,736.6,89.5,6.5,31.0,3.95,20.563721482176334,20.563721482176334,1,1,0,0,0,0,0,0
60.0,20.0,21.5,44.3633333333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.4966666666667,17.7,43.4666666666667,19.39,50.7233333333333,16.89,45.56,5.5,736.7,90.3333333333333,6.33333333333333,28.0,4.0,41.047314705792814,41.047314705792814,1,1,0,0,0,0,0,0
40.0,20.0,21.39,44.4333333333333,20.79,43.79,20.23,45.6566666666667,20.7,46.79,19.2,50.6633333333333,5.59,87.8966666666667,17.7,43.6266666666667,19.39,50.9633333333333,16.89,45.6266666666667,5.4,736.8,91.1666666666667,6.16666666666667,25.0,4.05,32.35300969099626,32.35300969099626,1,1,0,0,0,0,0,0
40.0,10.0,21.39,44.56,20.79,43.8633333333333,20.2,45.6633333333333,20.6333333333333,46.79,19.2,50.53,5.59,88.6333333333333,17.7,43.76,19.39,51.1633333333333,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,39.14663811447099,39.14663811447099,1,0,1,0,0,0,0,0
30.0,20.0,21.29,44.8266666666667,20.7,44.0,20.2,45.59,20.5666666666667,46.9333333333333,19.2,50.5,5.53,89.0266666666667,17.7,43.9333333333333,19.4633333333333,51.5,16.89,45.79,5.26666666666667,737.0,92.0,6.0,25.0,4.06666666666667,27.651815582066774,27.651815582066774,1,0,1,0,0,0,0,0
40.0,20.0,21.29,44.9666666666667,20.6333333333333,44.0,20.1666666666667,45.5,20.5,47.1333333333333,19.2,50.4333333333333,5.53,89.4,17.76,44.3333333333333,19.39,51.56,16.89,45.8633333333333,5.23333333333333,737.1,92.0,6.0,28.0,4.03333333333333,26.48597900988534,26.48597900988534,1,0,1,0,0,0,0,0
50.0,20.0,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1666666666667,50.3633333333333,5.53,89.1933333333333,17.79,44.9633333333333,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.467811584472656,39.467811584472656,1,0,1,0,0,0,0,0
310.0,10.0,21.2,45.09,20.6,44.09,20.1,45.5,20.4266666666667,47.23,19.1,50.29,5.4,89.4,17.79,45.2233333333333,19.39,52.0,16.89,45.9666666666667,5.16666666666667,737.3,92.0,6.0,34.0,3.96666666666667,1.1665601166896522,1.1665601166896522,1,0,1,0,0,0,0,0
380.0,20.0,21.1666666666667,45.23,20.5,44.1266666666667,20.1,45.5,20.46,47.36,19.0666666666667,50.26,5.2,88.99,17.79,45.3266666666667,19.3566666666667,52.09,16.89,46.03,5.13333333333333,737.4,92.0,6.0,37.0,3.93333333333333,23.861503251828253,23.861503251828253,1,0,1,0,0,0,0,0
380.0,20.0,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933333333333,47.56,19.0,50.1266666666667,4.86666666666667,89.0633333333333,17.79,45.425,19.29,52.1633333333333,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,36.615686933510005,36.615686933510005,1,0,1,0,0,0,0,0
370.0,20.0,21.0,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19.0,50.09,4.93333333333333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.11666666666667,737.633333333333,92.0,5.83333333333333,40.0,3.91666666666667,34.636577824130654,34.636577824130654,1,0,1,0,0,0,0,0
120.0,10.0,21.0,45.59,20.39,44.26,20.1,45.59,21.5966666666667,47.4,19.0,50.03,5.0,91.4333333333333,17.79,45.73,19.23,52.9,16.89,46.2,5.13333333333333,737.766666666667,92.0,5.66666666666667,40.0,3.93333333333333,23.880981106776744,23.880981106776744,1,0,1,0,0,0,0,0
50.0,0.0,20.9266666666667,45.59,20.29,44.29,20.1666666666667,45.53,21.89,46.9666666666667,19.0,50.03,4.86666666666667,91.26,17.79,45.8633333333333,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95,43.06047384161502,43.06047384161502,1,0,1,0,0,0,0,0
40.0,0.0,20.89,45.6666666666667,20.23,44.29,20.1333333333333,45.5,21.8233333333333,46.2266666666667,18.9266666666667,50.09,4.72666666666667,91.5933333333333,17.79,45.8266666666667,19.29,53.96,16.89,46.4333333333333,5.16666666666667,738.033333333333,92.0,5.33333333333333,40.0,3.96666666666667,21.90485536120832,21.90485536120832,1,0,1,0,0,0,0,0
50.0,0.0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666666667,46.06,18.89,50.09,4.46666666666667,91.76,17.79,45.9666666666667,19.29,54.4633333333333,16.89,46.6333333333333,5.18333333333333,738.166666666667,92.0,5.16666666666667,40.0,3.98333333333333,12.239863851573318,12.239863851573318,1,0,1,0,0,0,0,0
40.0,0.0,20.79,46.2,20.2,44.4666666666667,20.1666666666667,45.5,21.5333333333333,45.9333333333333,18.89,50.1725,4.33333333333333,91.76,17.79,46.0,19.2225,54.7225,16.89,46.8266666666667,5.2,738.3,92.0,5.0,40.0,4.0,3.533952357247472,3.533952357247472,1,0,1,0,0,0,0,0
50.0,0.0,20.79,46.2,20.1,44.53,20.125,45.425,21.3566666666667,45.9,18.89,50.2,4.15666666666667,91.8333333333333,17.79,46.0,19.2,54.9666666666667,16.9633333333333,46.9666666666667,5.13333333333333,738.4,92.0,4.83333333333333,40.0,3.93333333333333,4.973308008629829,4.973308008629829,1,0,1,0,0,0,0,0
50.0,0.0,20.7,46.26,20.1,44.59,20.1333333333333,45.4,21.23,45.9,18.79,50.09,4.15666666666667,92.5666666666667,17.89,46.0,19.2,54.9666666666667,17.0,47.23,5.06666666666667,738.5,92.0,4.66666666666667,40.0,3.86666666666667,15.813585359137505,15.813585359137505,1,0,1,0,0,0,0,0
50.0,0.0,20.7,46.2,20.0,44.4333333333333,20.2,45.5,21.0666666666667,45.9,18.79,50.09,4.33333333333333,93.53,17.89,46.06,19.2,54.9,17.0,47.3633333333333,5.0,738.6,92.0,4.5,40.0,3.8,25.93171315966174,25.93171315966174,1,0,1,0,0,0,0,0
40.0,0.0,20.6,46.2,20.0,44.5,20.2,45.5,20.9266666666667,45.9,18.79,50.09,4.33333333333333,93.3233333333333,17.89,46.09,19.2,54.8633333333333,17.0,47.53,4.93333333333333,738.7,92.0,4.33333333333333,40.0,3.73333333333333,33.10025382088497,33.10025382088497,1,0,1,0,0,0,0,0
40.0,0.0,20.6,46.1266666666667,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1266666666667,17.8233333333333,45.9633333333333,19.1333333333333,54.79,17.0,47.6633333333333,4.86666666666667,738.8,92.0,4.16666666666667,40.0,3.66666666666667,20.34150935942307,20.34150935942307,1,0,1,0,0,0,0,0
30.0,0.0,20.5666666666667,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46.0,18.7,50.09,4.06333333333333,92.8666666666667,17.8566666666667,45.9666666666667,19.2,54.9,17.0,47.8266666666667,4.8,738.9,92.0,4.0,40.0,3.6,45.64379621297121,45.64379621297121,1,0,1,0,0,0,0,0
20.0,0.0,20.5,46.2,19.8233333333333,44.53,20.29,45.4666666666667,20.5333333333333,46.0,18.7,50.09,3.86333333333333,92.9666666666667,17.8566666666667,45.9666666666667,19.2,54.9666666666667,17.0,47.9,4.81666666666667,739.016666666667,92.1666666666667,4.33333333333333,40.0,3.63333333333333,14.680168638005853,14.680168638005853,1,0,1,0,0,0,0,0
20.0,0.0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.0933333333333,17.89,46.2,19.2,55.09,17.0,48.03,4.83333333333333,739.133333333333,92.3333333333333,4.66666666666667,40.0,3.66666666666667,22.953286312986165,22.953286312986165,1,0,1,0,0,0,0,0
40.0,0.0,20.4266666666667,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333333,18.6333333333333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.619733709376305,16.619733709376305,1,0,1,0,0,0,0,0
50.0,0.0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.6566666666667,17.89,46.2,19.2,54.8633333333333,17.0666666666667,48.29,4.86666666666667,739.366666666667,92.6666666666667,5.33333333333333,40.0,3.73333333333333,32.543523353524506,32.543523353524506,1,0,1,0,0,0,0,0
50.0,0.0,20.39,46.3633333333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.26333333333333,94.7966666666667,17.89,46.1266666666667,19.2,54.73,17.0666666666667,48.3633333333333,4.88333333333333,739.483333333333,92.8333333333333,5.66666666666667,40.0,3.76666666666667,12.90083903586492,12.90083903586492,1,0,1,0,0,0,0,0
40.0,0.0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.46333333333333,95.03,17.89,46.09,19.1,54.56,17.0333333333333,48.4633333333333,4.9,739.6,93.0,6.0,40.0,3.8,23.927262413781136,23.927262413781136,1,0,1,0,0,0,0,0
50.0,0.0,20.29,46.545,19.6333333333333,44.6266666666667,20.29,45.5,20.0333333333333,46.29,18.5333333333333,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.0333333333333,48.59,4.91666666666667,739.65,92.6666666666667,5.83333333333333,40.0,3.76666666666667,38.315533532295376,38.315533532295376,1,0,1,0,0,0,0,0
40.0,0.0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.72666666666667,94.8666666666667,17.89,45.73,19.1,54.5,17.0333333333333,48.7666666666667,4.93333333333333,739.7,92.3333333333333,5.66666666666667,40.0,3.73333333333333,4.212345718406141,4.212345718406141,1,0,1,0,0,0,0,0
40.0,0.0,20.2,46.4333333333333,19.6,44.59,20.29,45.5,19.9266666666667,46.4666666666667,18.5,50.0,4.8,94.7266666666667,17.89,45.7,19.1,54.5,17.0333333333333,48.9,4.95,739.75,92.0,5.5,40.0,3.7,43.7660665018484,43.7660665018484,1,0,1,0,0,0,0,0
40.0,0.0,20.2,46.56,19.5666666666667,44.7,20.29,45.56,19.8566666666667,46.4666666666667,18.5,50.0,4.8,94.4933333333333,17.89,45.7,19.1,54.4,17.1,49.045,4.96666666666667,739.8,91.6666666666667,5.33333333333333,40.0,3.66666666666667,16.953646892216057,16.953646892216057,1,0,1,0,0,0,0,0
60.0,0.0,20.1666666666667,46.3633333333333,19.5,44.7,20.29,45.59,19.79,46.4666666666667,18.5,50.0,4.8,94.2266666666667,17.89,45.59,19.1,54.4,17.1,49.2,4.98333333333333,739.85,91.3333333333333,5.16666666666667,40.0,3.63333333333333,41.97201750939712,41.97201750939712,1,0,1,0,0,0,0,0
50.0,0.0,20.1,46.3633333333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.1266666666667,17.89,45.6633333333333,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,17.33417445793748,17.33417445793748,1,0,1,0,0,0,0,0
50.0,0.0,20.1,46.5,19.4266666666667,44.73,20.29,45.59,19.7,46.6633333333333,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.98333333333333,739.966666666667,91.6666666666667,4.83333333333333,40.0,3.68333333333333,16.688746539875865,16.688746539875865,1,0,1,0,0,0,0,0
40.0,0.0,20.0333333333333,46.36,19.39,44.73,20.29,45.59,19.6666666666667,46.6633333333333,18.39,49.9,4.76333333333333,93.5633333333333,17.89,45.59,19.05,54.045,17.1,49.3633333333333,4.96666666666667,740.033333333333,92.3333333333333,4.66666666666667,40.0,3.76666666666667,23.81756225368008,23.81756225368008,1,0,1,0,0,0,0,0
40.0,0.0,20.0,46.29,19.39,44.79,20.3566666666667,45.59,19.6,46.59,18.39,49.9,4.76333333333333,94.0233333333333,17.89,45.6266666666667,19.0,54.0,17.1,49.4333333333333,4.95,740.1,93.0,4.5,40.0,3.85,44.60991679225117,44.60991679225117,1,0,1,0,0,0,0,0
40.0,0.0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.6266666666667,18.39,49.9,4.83333333333333,94.7266666666667,17.89,45.6266666666667,19.0666666666667,54.0,17.1,49.56,4.93333333333333,740.166666666667,93.6666666666667,4.33333333333333,40.0,3.93333333333333,43.21697353152558,43.21697353152558,1,0,1,0,0,0,0,0
40.0,0.0,20.0,46.23,19.39,44.79,20.3233333333333,45.59,19.6,46.7,18.39,49.9,4.83333333333333,95.0,17.89,45.59,19.1,53.9,17.1,49.6266666666667,4.91666666666667,740.233333333333,94.3333333333333,4.16666666666667,40.0,4.01666666666667,19.4994771736674,19.4994771736674,1,0,1,0,0,0,0,0
50.0,0.0,19.9266666666667,46.23,19.29,44.9,20.3233333333333,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.7233333333333,19.0333333333333,53.8266666666667,17.1,49.7,4.9,740.3,95.0,4.0,40.0,4.1,38.866034941747785,38.866034941747785,1,0,1,0,0,0,0,0
70.0,10.0,19.89,46.23,19.29,44.925,20.3233333333333,45.59,19.5,46.7,18.3566666666667,49.9333333333333,4.9975,95.82,17.89,45.9,19.0,53.79,17.1,49.8266666666667,4.93333333333333,740.433333333333,94.6666666666667,4.16666666666667,38.1666666666667,4.1,48.03089986089617,48.03089986089617,1,0,1,0,0,0,0,0
40.0,0.0,19.89,46.43,19.29,45.0,20.29,45.59,19.4266666666667,46.7,18.29,50.0,5.09,96.03,17.89,45.9666666666667,19.0,53.79,17.1,49.9666666666667,4.96666666666667,740.566666666667,94.3333333333333,4.33333333333333,36.3333333333333,4.1,21.732974238693714,21.732974238693714,1,0,1,0,0,0,0,0
30.0,0.0,19.89,46.6266666666667,19.29,45.1266666666667,20.29,45.59,19.39,46.7,18.29,50.1266666666667,5.0,95.9,17.89,45.9,19.0,53.76,17.1333333333333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,35.625733935739845,35.625733935739845,1,0,1,0,0,0,0,0
20.0,10.0,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.9666666666667,17.89,45.8266666666667,19.0,53.7,17.2,50.0,5.03333333333333,740.833333333333,93.6666666666667,4.66666666666667,32.6666666666667,4.1,19.99971844488755,19.99971844488755,1,0,1,0,0,0,0,0
30.0,0.0,19.89,46.8633333333333,19.2,45.245,20.29,45.4333333333333,19.29,46.79,18.29,50.23,4.96666666666667,95.9333333333333,17.89,45.7225,19.0,53.875,17.2,50.0,5.06666666666667,740.966666666667,93.3333333333333,4.83333333333333,30.8333333333333,4.1,16.267607593908906,16.267607593908906,1,0,1,0,0,0,0,0
60.0,0.0,19.89,42.79,19.2,42.3266666666667,19.79,44.26,19.39,42.4333333333333,17.39,50.5,4.26333333333333,93.8933333333333,17.7,39.0,18.39,47.3266666666667,16.89,42.9,4.8,745.95,90.5,6.16666666666667,38.1666666666667,3.41666666666667,16.880766674876213,16.880766674876213,1,0,1,0,0,0,0,0
40.0,0.0,19.89,42.7,19.1,42.3633333333333,19.79,44.2,19.3233333333333,42.5,17.39,50.4666666666667,4.4,94.2633333333333,17.7,39.0,18.29,47.29,16.89,42.9,4.9,746.0,90.0,6.33333333333333,36.3333333333333,3.43333333333333,31.520706124138087,31.520706124138087,1,0,1,0,0,0,0,0
30.0,0.0,19.8233333333333,42.6266666666667,19.1,42.29,19.79,44.1633333333333,19.29,42.5,17.39,50.4,4.46666666666667,94.3966666666667,17.7,39.0,18.29,47.29,16.89,42.8266666666667,5.0,746.05,89.5,6.5,34.5,3.45,42.03072770033032,42.03072770033032,1,0,1,0,0,0,0,0
30.0,20.0,19.79,42.59,19.0444444444444,42.24,19.73,44.09,19.29,42.5,17.39,50.4,4.62333333333333,94.4,17.625,38.925,18.29,47.29,16.79,42.79,5.1,746.1,89.0,6.66666666666667,32.6666666666667,3.46666666666667,42.80658323550597,42.80658323550597,1,0,1,0,0,0,0,0
30.0,10.0,19.79,42.7233333333333,19.0,42.0563636363636,19.7,44.0,19.29,42.69,17.39,50.3266666666667,4.69,94.26,17.7245454545455,39.3272727272727,18.29,47.4816666666667,16.79,42.79,5.2,746.15,88.5,6.83333333333333,30.8333333333333,3.48333333333333,19.56796405138448,19.56796405138448,1,0,1,0,0,0,0,0
40.0,0.0,19.76,42.76,19.0,41.8866666666667,19.7,44.06,19.29,42.73,17.39,50.29,4.83333333333333,94.3966666666667,17.78,39.6894444444444,18.3627272727273,47.7054545454545,16.89,43.1966666666667,5.3,746.2,88.0,7.0,29.0,3.5,19.024694280233234,19.024694280233234,1,0,1,0,0,0,0,0
50.0,10.0,19.7,42.7,19.0,41.9883333333333,19.7,44.1266666666667,19.23,42.79,17.39,50.29,4.96666666666667,94.59,17.8066666666667,40.1961111111111,18.479375,48.3425,16.89,43.7966666666667,5.33333333333333,746.266666666667,87.3333333333333,6.83333333333333,30.8333333333333,3.4,44.77227129973471,44.77227129973471,1,0,1,0,0,0,0,0
50.0,0.0,19.7,42.7,19.0,42.0642857142857,19.7,44.2,19.2,43.0,17.39,50.3266666666667,5.09,94.6266666666667,17.8566666666667,40.6922222222222,18.5588235294118,48.8417647058824,16.89,44.1933333333333,5.36666666666667,746.333333333333,86.6666666666667,6.66666666666667,32.6666666666667,3.3,32.215788145549595,32.215788145549595,1,0,1,0,0,0,0,0
50.0,0.0,19.6333333333333,42.6266666666667,18.910625,42.2525,19.73,44.29,19.2,43.1333333333333,17.39,50.4666666666667,5.09,94.2933333333333,17.89,40.9377777777778,18.6,49.3227272727273,16.89,44.66,5.4,746.4,86.0,6.5,34.5,3.2,37.053932435810566,37.053932435810566,1,0,1,0,0,0,0,0
40.0,0.0,19.6666666666667,43.0,18.89,42.410625,19.79,44.29,19.2,43.23,17.39,50.53,5.19,93.6333333333333,17.84,41.085,18.6,49.664375,16.9266666666667,45.0966666666667,5.43333333333333,746.466666666667,85.3333333333333,6.33333333333333,36.3333333333333,3.1,30.265172326471657,30.265172326471657,1,0,1,0,0,0,0,0
50.0,0.0,19.6,43.0,18.89,42.5,19.79,44.4333333333333,19.2,43.3633333333333,17.39,50.6633333333333,5.2725,92.47,17.8445454545455,41.2736363636364,18.6,50.0590909090909,16.9266666666667,45.43,5.46666666666667,746.533333333333,84.6666666666667,6.16666666666667,38.1666666666667,3.0,45.154080574866384,45.154080574866384,1,0,1,0,0,0,0,0
40.0,0.0,19.6,43.0,18.89,42.645,19.79,44.5,19.1333333333333,43.4,17.3566666666667,50.79,5.36666666666667,90.8,17.84625,41.44125,18.6333333333333,50.39,17.0,45.7,5.5,746.6,84.0,6.0,40.0,2.9,14.686507754959166,14.686507754959166,1,0,1,0,0,0,0,0
40.0,0.0,19.5333333333333,43.0,18.8081818181818,42.7,19.79,44.53,19.1333333333333,43.4666666666667,17.3566666666667,50.8633333333333,5.5,89.1,17.89,41.59,18.6142857142857,50.5671428571429,17.0,45.8333333333333,5.58333333333333,746.733333333333,83.3333333333333,6.33333333333333,40.0,2.86666666666667,9.563005494419485,9.563005494419485,1,0,1,0,0,0,0,0
40.0,0.0,19.5,43.09,18.79,42.75625,19.79,44.59,19.1,43.5,17.29,51.03,5.56,87.3666666666667,17.8011111111111,41.7277777777778,18.6,50.8828571428571,17.0,46.03,5.66666666666667,746.866666666667,82.6666666666667,6.66666666666667,40.0,2.83333333333333,44.32254716521129,44.32254716521129,1,0,1,0,0,0,0,0
40.0,0.0,19.5,43.09,18.79,42.8616666666667,19.79,44.59,19.1,43.5,17.29,51.09,5.69,85.43,17.79,41.9388888888889,18.625,51.25,17.0,46.1633333333333,5.75,747.0,82.0,7.0,40.0,2.8,25.166974286548793,25.166974286548793,1,0,1,0,0,0,0,0
50.0,0.0,19.5,43.145,18.79,43.0,19.79,44.59,19.1,43.53,17.29,51.23,5.69,84.6233333333333,17.79,42.1266666666667,18.7,51.465,17.0,46.29,5.83333333333333,747.133333333333,81.3333333333333,7.33333333333333,40.0,2.76666666666667,43.85287715122104,43.85287715122104,1,0,1,0,0,0,0,0
50.0,0.0,19.5,43.2,18.775,43.045,19.89,44.8266666666667,19.0333333333333,43.53,17.29,51.29,5.8,83.8266666666667,17.79,42.294,18.7,51.59,17.0,46.53,5.91666666666667,747.266666666667,80.6666666666667,7.66666666666667,40.0,2.73333333333333,9.459681122098118,9.459681122098118,1,0,1,0,0,0,0,0
50.0,0.0,19.4266666666667,43.2,18.7,43.09,19.89,44.9,19.0,43.59,17.29,51.4,5.86666666666667,82.56,17.84,42.495,18.7,51.63125,17.0,46.6633333333333,6.0,747.4,80.0,8.0,40.0,2.7,37.9051526193507,37.9051526193507,1,0,0,1,0,0,0,0
30.0,0.0,19.39,43.2,18.7,43.2,19.89,44.845,19.0,43.59,17.29,51.4,6.0,80.9566666666667,17.8042857142857,42.5864285714286,18.7257142857143,51.7942857142857,17.0,46.8266666666667,5.88333333333333,747.533333333333,81.3333333333333,8.0,37.8333333333333,2.83333333333333,36.22494463343173,36.22494463343173,1,0,0,1,0,0,0,0
20.0,0.0,19.39,43.26,18.7,43.26,19.89,44.8633333333333,18.9633333333333,43.6266666666667,17.29,51.5,6.0,80.69,17.815,42.9,18.79,51.925,17.0,46.9666666666667,5.76666666666667,747.666666666667,82.6666666666667,8.0,35.6666666666667,2.96666666666667,47.186240914743394,47.186240914743394,1,0,0,1,0,0,0,0
30.0,0.0,19.39,43.29,18.6909090909091,43.31,19.89,44.79,18.89,43.7,17.29,51.59,5.73,84.0333333333333,17.89,43.156,18.75,52.1855555555556,17.0,47.1266666666667,5.65,747.8,84.0,8.0,33.5,3.1,27.382329350803047,27.382329350803047,1,0,0,1,0,0,0,0
20.0,0.0,19.39,43.3633333333333,18.6777777777778,43.3977777777778,19.89,44.79,18.89,43.7,17.29,51.59,5.53,86.56,17.89,43.2,18.815,52.25,17.0,47.26,5.53333333333333,747.933333333333,85.3333333333333,8.0,31.3333333333333,3.23333333333333,35.58719338616356,35.58719338616356,1,0,0,1,0,0,0,0
40.0,0.0,19.39,43.4,18.6428571428571,43.4285714285714,19.8233333333333,44.73,18.89,43.76,17.29,51.7,5.5,87.4566666666667,17.89,43.4271428571429,18.8757142857143,52.3214285714286,17.0,47.4333333333333,5.41666666666667,748.066666666667,86.6666666666667,8.0,29.1666666666667,3.36666666666667,19.44525499129668,19.44525499129668,1,0,0,1,0,0,0,0
